"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"15"," 0.489786027"," 1.047193747"," 0.328051952"," 1.1355446760"," 0.2029477842"," 0.56618270"," 0.0212542536","-0.66010181"," 0.5135598171"," 0.489135031","-0.220201028"," 0.837173284"," 0.467393458"," 0.228800269"," 0.78958808"," 0.942194864","-0.024047319"," 0.940117520"," 0.549776835"," 0.6375575979"," 0.198455742","-0.335772510"," 1.004337586"," 0.90769108"," 0.01730211","-0.157636874"," 0.499499624"," 0.795385528","-0.021484468"," 0.3891016853"," 1.003666918"," 0.066732278"," 0.722776095"," 2.277919298"," 0.79158414","-1.162379607"," 3.852311913"," 0.654293892"," 0.81849805"," 0.36718548"," 0.722558884"," 0.962798365"," 0.538706778"," 1.44806078","-0.29783238"," 0.035299586"," 0.142935248","-0.762434646"," 0.855127119","-0.06283888"," 0.0997055921","-0.0092611205"," 1.057618798"," 0.700633978"," 0.37165883"," 0.455371969","-0.29650879"," 0.929678997"," 0.78884131","-0.32482092"," 1.675521053","-0.139146388","-0.01738371"," 0.23074447","-0.179543129"," 0.747896821"," 0.883093137","-0.012361598","-1.175372678","-1.4968138591","-1.914750725"," 1.016792313","-0.095485385"," 0.1098860005"," 0.609115619","-1.710306347","-0.337669406"," 0.082659311"," 0.310079841","-0.385637565","-0.799127853","-0.22190618"," 0.70897920"," 0.44320079","-0.4080538344","-1.322547e-01"," 0.3877006236","-0.32641863"," 0.590065630"," 0.318593169"," 0.494991381"," 0.525622278","-0.98897629"," 1.148460996","-1.038023913"," 0.15898873"," 0.710328710"," 0.281023227"," 0.200430659"," 0.3973962933"," 1.326020957"," 0.8513175902"," 0.550754408"," 0.491988282"," 0.587221523"," 0.34613117","-0.1495380155"," 0.1192539829","-0.379255066","-0.34525912","-0.038784110"," 0.845246724"
"16"," 0.554805820","-0.316786113"," 0.481431536"," 0.2148716579"," 0.6488392048"," 0.62581031"," 0.9051184532"," 0.43014020","-0.7050141543"," 0.816774182","-0.117497017"," 0.166844262"," 1.633279687"," 0.411368819","-0.75874469"," 1.028989065","-0.348938119"," 0.786895172"," 0.822512648"," 0.1643344280"," 0.839492751","-0.136906222"," 0.008084589"," 0.29327990"," 0.65464813","-2.087242517"," 0.548221655"," 0.955037788"," 0.797914282","-1.0926837534"," 1.108405435"," 0.135507558","-0.476259035","-0.651165273"," 0.90917327","-0.977177419","-0.476104671"," 0.763419158"," 0.86886397"," 1.71214125"," 0.972459467"," 0.507056073"," 0.978235115"," 1.61372542"," 0.84940546","-0.535945154"," 0.597615178","-0.759416827"," 0.923655936"," 0.66877699"," 0.5576049395"," 0.0154734382"," 0.195869571"," 1.187623019"," 0.26540018","-0.232004023","-0.47904051"," 0.951801454"," 0.01595058","-0.99219811"," 0.977641979"," 2.557133648","-0.37083012","-0.89529810","-0.123224233"," 0.927191307"," 0.703845561"," 0.483040633","-1.016104480"," 1.5818277120"," 1.271685417","-0.513129909"," 0.402691083"," 2.2463831492"," 1.462608084"," 0.261728763"," 0.806819910"," 0.370850959"," 0.732473809"," 0.585084617"," 1.716666120","-0.47074642"," 1.20302443","-0.36137134"," 0.4975477538"," 4.553527e-01"," 0.0170801864","-0.88928868"," 0.948309897","-0.280509456","-0.177897748","-0.230306932","-1.12497940"," 0.450151003"," 0.627869469"," 0.17342826"," 0.628518515"," 0.264278634"," 1.340020690","-0.0457611718"," 0.583809089"," 0.0578442681","-0.518988480"," 0.843436182"," 0.123593031","-0.15921457","-1.0566921007","-0.5429674060","-0.768341238","-0.22273957","-0.102916048"," 0.432134597"
"17"," 0.241655368","-1.267889530","-1.061275318","-1.8606291658","-0.8862289822","-1.97453305","-1.8421719179","-0.57339255"," 1.0392709217"," 0.269649070","-0.265324282","-0.483028516","-0.909680320","-1.249917879"," 0.02647593","-2.826253396","-1.613447594","-1.665801212","-0.176784778","-0.3595612342","-1.976371693","-0.767825950","-2.075788346","-3.55004323","-0.90075243","-0.664353091"," 0.281719280","-0.867576928","-1.674182360"," 1.6581212300"," 2.542574543","-1.421497864"," 0.093865976"," 0.318876263","-1.57530964","-1.294472322"," 0.447932144","-2.011598720","-1.14752862"," 0.05960460","-1.198423898"," 1.553397051","-2.195670060","-0.75897315","-1.76380573"," 0.237318177","-0.898891442","-0.478283713","-2.878756888","-1.03756091","-0.9931790916","-0.5301136785","-0.474849605","-2.315012333"," 0.89510264"," 1.210478971","-0.86454736"," 1.013044708","-2.58476093","-0.37150851","-1.461816423"," 0.080140674","-0.71641783"," 1.69770690","-0.281648849"," 0.705890068"," 1.624318902","-0.669237024","-0.292551152","-2.0145140095","-3.663064429"," 0.526910437","-1.632524187","-1.0124616538","-1.659180702","-2.165598009","-2.335630795","-1.422107580","-1.945549869"," 0.174549251","-1.215985672","-1.24240870","-0.78742501","-1.46439962"," 0.6342644510","-6.160907e-01","-0.7931778993","-0.55442737","-1.304712052","-0.531316137","-0.333083197"," 0.438552330","-0.51694564"," 0.746307710"," 0.387468586","-1.93621465","-0.789311091","-2.840328184","-0.433057189","-0.6121622851","-0.770373810","-1.0108646869","-1.734127613","-0.210749956","-0.750254628","-0.57325319","-0.8972120017","-3.4653816485","-1.138949945","-0.95884521","-0.292595387","-0.953365204"
"d"," 0.231531268"," 1.023380431"," 0.047581296"," 0.7004444384"," 0.6701063660"," 0.60352515"," 1.2001584139"," 0.72649192"," 0.1648732917"," 0.615811990"," 1.189178933"," 0.918524160"," 0.317667368","-0.471890285","-0.44025726"," 0.827852993"," 0.344843482"," 1.490332762"," 0.303695808"," 0.3230340494"," 0.543512357","-0.543639210"," 0.622392113"," 1.03130828"," 0.50391752","-0.270818296"," 0.365274281"," 1.216890843"," 0.648783908","-0.3846946004"," 1.151173298"," 1.181904339"," 0.966376234"," 1.218624650"," 1.51184606"," 0.282314571"," 1.258834084"," 1.140773480"," 1.74951857"," 1.08966925"," 1.304112213"," 0.036231520","-0.446527072"," 1.94703948"," 1.30396806","-0.491484501"," 0.005875568","-1.023921167"," 0.616394664","-0.33966670"," 0.8816828603"," 0.8764438146"," 0.197435171"," 0.470479063","-0.06939332","-0.163354209","-0.62521571"," 1.363659339","-0.46919318"," 0.11079256"," 0.223562746","-0.050912985"," 0.29852891"," 1.25154892","-0.389594572"," 1.374221580"," 1.452039336"," 0.183788293","-0.643234145"," 1.6235308604"," 1.276580297"," 0.195478216","-0.093442120"," 0.6912143597","-0.053247956"," 0.786406810"," 1.081152904","-0.063620524"," 0.120424690"," 0.958330403"," 1.237018077"," 0.77739433"," 0.76517285"," 0.48452448","-1.3146053137"," 3.319865e-02","-1.0343933129","-1.16249585"," 1.096507107","-0.913979609","-0.199898632"," 0.268121138"," 0.29376010"," 0.795398314"," 1.369295591","-0.37118270"," 2.723809605"," 0.973125535"," 0.302573021","-0.6268218516"," 2.009486704"," 1.1284909574"," 1.326269106","-0.132677042","-0.376777343","-0.56752994"," 0.4038206311"," 0.0858072453","-0.110702408"," 0.10945180","-0.810536446","-2.073817248"
"19","-0.051069528","-0.439039642","-2.035690210","-1.8475900743","-0.0118087234","-0.67323276","-0.2152430610","-0.63214247","-0.1104834683","-0.925580087"," 0.259310232"," 0.109498178","-0.503198805"," 0.090222654","-0.16522931","-0.240669378"," 0.119810590","-0.388487282","-0.039867931","-0.0038707335"," 0.165741027","-0.966363339"," 0.009898333"," 1.05922251","-0.17501872","-0.004119041","-0.901282407"," 1.232507164"," 0.505470669"," 0.4842388121","-0.097605843"," 0.117006357"," 0.142790858"," 0.636749688","-0.46783272"," 0.226174745"," 1.788282559","-0.348450834","-0.26810120"," 0.53049665","-0.156268950"," 0.093110520","-0.017434094"," 0.45141971","-0.52020305","-0.907718940","-0.202934127","-0.465895037","-0.308624304","-0.37944905","-0.0096707196"," 0.3201208428","-0.178489836","-0.465729552"," 0.72553154","-0.086004875"," 0.37139362"," 1.033324009","-0.19563962","-0.15161954","-0.002853426","-0.112245584","-0.73660361","-0.09070111","-0.599952776"," 0.813963878"," 0.580875805","-0.198270647"," 0.220196212","-0.5068504069","-1.000015300"," 1.118265116","-0.288078469","-1.0677445439","-0.003468027","-1.473387061","-1.120677279"," 0.487858823"," 0.130870076","-0.395650285","-1.547830201","-0.66609618"," 0.57190621"," 0.34859617"," 0.6079775391","-2.764976e-01","-0.3457882705","-0.91870303","-0.252788979","-0.814527533"," 1.193171151"," 0.745782726"," 0.93730130"," 0.521915960"," 0.517593111","-0.34031672"," 0.699426580","-0.729713542","-0.102097711","-0.3359309555","-0.507156480","-0.4067054900"," 0.848386647","-0.082122782"," 0.414524589","-0.10089534","-0.5898712859","-0.3802415085"," 0.220924215","-1.39711554"," 0.043161469"," 0.324785526"
"20"," 0.776532368"," 0.759411128","-1.609122794"," 0.7406673137"," 1.6264705218"," 1.32733994"," 1.8181648632"," 1.32498284","-2.1212488424","-0.147718032"," 0.849287313","-0.640846687"," 0.168972471"," 1.393461999","-0.21700922"," 0.542935503"," 0.678303739"," 1.786628038"," 0.638917415"," 0.0740636583"," 1.259451052","-0.085550484","-1.097672861"," 1.71571033","-0.37361303","-1.661693925","-0.146022708","-1.350230251"," 0.713892173","-1.6682824926","-1.682582559"," 0.587893677","-0.199256075"," 1.190969190"," 1.87101519"," 0.407467059","-0.477388469"," 1.336610671"," 1.82126909"," 2.09250930"," 1.348538698"," 0.154927527"," 2.297164220"," 1.80010704","-1.10791455","-0.264156221"," 2.062560703"," 0.861592968"," 0.405571431","-0.03339387"," 1.5887395697"," 0.7331519046"," 0.403896820","-0.455006384","-0.52681887"," 0.936136226","-0.46186475"," 1.035285534"," 1.25493278"," 0.65449596"," 2.011150266"," 0.016325129"," 0.11978961"," 3.82510891"," 0.203019507"," 0.928342444"," 1.199637055"," 2.450628815"," 0.100713043"," 1.8117231687"," 1.205387388","-0.962600949"," 0.857091688"," 0.3414132641"," 2.386231863"," 1.557904940","-0.551774511"," 0.941517888"," 1.196083619"," 0.188712575","-1.283158449"," 1.05237426"," 1.10518744","-1.10673527","-0.2472038263"," 2.355742e+00","-0.5619726141","-0.12622798"," 0.879323040","-0.724701289"," 0.733922435"," 0.877569153"," 1.92082288"," 0.335238134"," 2.502619409"," 0.24957026"," 1.515090112"," 0.552898125","-1.244215898","-0.0119586607","-0.914077694"," 0.9400917209"," 1.441559054","-2.127322186","-0.127312868","-0.24093945"," 1.2182618428"," 0.9582369409","-0.436432805"," 0.14185504","-0.231610699","-0.303430435"
"21"," 2.596395803"," 1.623986505"," 0.575455402"," 0.7758272840"," 2.0183370982"," 1.54600712"," 1.8138809114","-0.09571121","-0.3382740967"," 0.883928598","-0.097556805"," 0.908613880"," 1.954621896"," 0.652935986","-0.07368762"," 1.553883942"," 2.151600992"," 1.982169235"," 1.481940238"," 2.1863274380"," 0.889561825"," 1.888163409"," 1.328152943"," 1.03810068"," 1.90495818"," 1.929935805"," 0.411307479"," 1.595399373"," 2.280695549"," 1.6782673363"," 0.349085602"," 2.010089675"," 1.942338214"," 0.706388093"," 1.84553740","-0.381319577","-0.616467669"," 1.076749685"," 2.48230120"," 1.33977804"," 1.855849311","-0.271440693"," 0.190635447"," 2.07074342"," 2.44433597","-0.049315124"," 1.047968102"," 1.133954979"," 1.432945373"," 0.74764658"," 0.9970118763"," 1.9657459781","-0.386701879"," 1.827186111"," 1.09547438"," 0.842446346","-0.07548321"," 0.440060308"," 0.41404394"," 1.42687623"," 0.922272722"," 1.476912506"," 1.01061843"," 1.02949711"," 2.404859195"," 0.405046753"," 0.481079699"," 0.633409963"," 0.112025448"," 0.4215291555"," 0.798794593"," 1.504706261"," 1.969762086"," 2.3136313790"," 0.503070843","-0.088622911"," 1.314359939"," 0.209931975"," 0.872103349"," 2.783179866"," 0.889815382"," 1.50464843"," 0.95711283"," 1.97221480"," 1.3056363053"," 7.091480e-01"," 0.8961069556"," 1.20744298"," 1.680275727"," 0.998819296"," 1.032934993","-0.084210884"," 1.03548905"," 0.886781102","-0.786259413"," 1.28181505"," 0.924408948"," 1.988760947"," 1.483454058"," 0.4314269038"," 0.337082587"," 1.4274673901"," 1.995022338"," 0.882479111"," 0.536067552"," 0.17134790"," 1.6808500759"," 0.5573822269","-0.391258891"," 0.48983771"," 0.334168470"," 0.819722295"
"22","-0.053188397"," 0.595042821"," 1.673578423","-0.7854863598","-1.2316525685","-1.14124605","-1.3763439706"," 1.00715127","-1.3683894776"," 0.171788136","-0.697944912"," 0.069688036"," 0.149923406","-2.528753723","-0.08470686","-0.901723294","-1.003564138","-1.000976789","-0.310411490","-0.3112245963","-2.204675693"," 1.007521505","-2.091310916","-0.78785567","-2.15401518","-1.469733387"," 0.117692226","-1.737458047","-1.527892868","-0.1628910092","-0.221615774","-0.386384221"," 0.274027496","-0.926754677","-1.29850135","-1.599878402","-0.666462463","-1.437773859"," 0.18911501"," 0.39909285","-0.446815690","-0.892644997"," 0.157541243","-0.33046177","-0.71031891","-0.448256417","-1.192450370"," 0.150581115","-0.874892103","-0.01014478","-0.4244911733","-0.7654561019"," 1.115852844","-0.056286169"," 0.27771514"," 0.459554930","-2.40940680","-0.042248191","-1.50306742","-0.40030407","-0.168361050"," 0.817271305"," 0.12101231"," 0.05177153","-0.267323779"," 0.150561421","-0.644010322","-0.813520921","-1.720211049","-2.1088365710","-0.959499980"," 0.692455125","-3.008589830","-0.8203877517"," 0.318833046"," 0.778889178","-1.740526168","-1.506101815","-2.392696517"," 1.263070084"," 1.237814342","-0.35844338","-1.21461941","-1.55678414"," 0.1438309037","-7.633644e-01"," 0.4132866519"," 0.20574683","-1.015269411","-0.469963748","-1.382513732","-2.127247863"," 1.81206019"," 0.841126752","-0.479058070","-1.35141276","-0.507846827","-0.476240296","-1.530942726","-0.9211331223","-1.296840633"," 0.0231987638","-1.157468138","-2.141974824","-0.798814415","-1.42664233","-0.7330987438","-0.4340850299","-2.279590508","-0.68981014","-0.327460234","-1.176216107"
"24","-1.262647983","-1.583519407"," 0.601883668","-1.6182303477","-1.6495544995","-1.06249470","-1.1167606672"," 0.36907188"," 0.3563157604"," 0.318026327","-0.861107060","-0.375716607","-0.214059260","-1.007648293","-0.90452694","-1.039036097","-1.656455439","-1.031486047"," 0.323741408","-0.7772879721","-0.770184603","-0.015739950","-0.389746216","-2.35843380","-0.90922144","-1.901525406"," 0.153212774","-0.562051875","-1.522080245","-1.1415228009","-0.530746905","-1.489579554","-0.015910942","-0.421971274","-1.08058082","-0.665038470","-1.030398765","-0.958472776"," 0.41700923","-0.34316657","-0.309188821","-1.085546432","-1.463219995","-0.33395851","-0.53264076","-1.140664417","-0.566090360","-0.630672678","-1.340202399","-0.35882530","-0.6189299033"," 0.7670013896","-0.990911980"," 0.413032093","-0.57442376","-1.411301795","-1.63101625","-0.119723173","-1.48596911","-4.12848572","-1.004644455","-1.785140476","-0.91057767","-0.22260861","-1.463308054"," 0.120753399","-0.135647212","-0.634988195","-1.988576285"," 0.2709421003"," 0.012611015","-0.983642492","-0.697373959"," 0.4952080103","-0.916777618"," 0.597600937"," 0.008658696","-0.739956911","-0.686486414","-0.891240149","-0.154393127","-0.14141523","-0.09403941","-0.68615160","-0.8782243075","-6.567572e-01"," 0.1038150282"," 1.07503205","-1.130094877","-1.684817906","-1.094130185","-1.769006129"," 0.91228513","-0.645990791","-0.300872812","-1.22349222","-0.403922874","-0.882300996"," 1.011899740","-0.6841826950","-0.855033484","-1.6834556598","-0.801973004","-0.151201781","-0.939700722","-1.30236173","-3.8554981693","-2.0090030944","-1.895864955","-0.55189310","-0.606417123","-1.140709123"
"25"," 2.766693836"," 1.161839233"," 0.822469880"," 1.7508328023"," 1.1401834503"," 2.01099948"," 2.2578347782"," 0.82446540","-0.1120282236"," 1.424574517","-0.010707339"," 1.061013447"," 0.855944496"," 0.438996488"," 2.07081698"," 1.399727204"," 1.187993728"," 2.491580937","-0.208407681"," 2.0281009540"," 1.996465568"," 3.113937507"," 1.847500694"," 0.33031981"," 0.36698138"," 1.440015411"," 1.384174335","-0.727943266","-0.999079178"," 0.0996602471"," 2.512644656"," 2.710809806"," 1.568599142"," 2.517102204"," 2.21512453","-1.167490864"," 3.555137769"," 1.779587668"," 2.96340955"," 2.77626136"," 1.815194321","-0.047830844"," 3.149238193"," 2.12330353"," 2.12140701"," 0.799003464"," 1.757535855"," 2.795431647"," 1.429610448"," 0.91990700"," 3.0846113109"," 1.6074125430","-0.992167186"," 2.112332817"," 1.27391980"," 1.950847233","-0.11535444"," 0.448886743"," 0.42217036"," 0.76346784"," 2.342675781"," 0.546365032"," 1.35822694"," 2.71902955"," 0.757096103","-1.417620893"," 1.407129868"," 1.932088023"," 0.750447199"," 1.5329589637"," 1.521079197"," 2.148849081","-0.982214815"," 1.8132839993"," 3.346855572"," 0.819170332"," 1.376170339"," 0.784428701"," 2.035459612"," 3.022819090","-0.999359170"," 1.71483902"," 0.68037402"," 1.74788854"," 2.5024321954"," 1.657424e+00"," 0.6536297561","-0.22012572"," 1.151953527"," 3.780234952"," 3.191059022"," 0.202331591"," 0.49788103"," 2.376342882"," 0.802069996"," 1.78361642"," 1.314563129"," 2.565125137"," 0.305283266"," 2.5447777778"," 0.819574094"," 0.7101582904"," 1.094143955"," 1.807665947"," 0.005101974"," 2.06773787"," 0.8270045363"," 0.5490509228"," 0.389622542"," 0.46299436"," 1.268432650"," 0.856684921"
"27"," 0.245050743","-0.078502387"," 0.445699100","-0.0375379007"," 0.0065197513","-0.08879068","-0.1044167588"," 0.03818554"," 1.0595924028","-0.323872067","-0.369065316"," 0.764104706"," 0.096195310","-0.534075293"," 0.54539935"," 0.406056488","-0.619884152"," 0.493532691"," 0.641426749"," 0.4130978697","-0.323149352"," 0.923754037"," 0.183562828","-0.40369216"," 0.12914106"," 0.243724805","-0.248399884"," 0.150773701","-0.480694713"," 1.4626908957"," 0.479414807"," 0.734163836","-1.313393252"," 0.475448307","-0.07836487","-0.264206820"," 1.879262319","-0.235269150"," 1.13617193"," 1.32534033"," 0.555934624","-0.650088797"," 0.494945035"," 0.65609193"," 1.10237629"," 0.064513157","-0.377147625"," 0.516913756"," 0.035419201"," 0.83203627"," 1.5070965099"," 0.7130438576","-0.364358357"," 1.298144419"," 1.87490109"," 1.151075589"," 0.27966556"," 0.091957526","-0.28476526","-1.20319204"," 0.446476142"," 1.276044293","-0.23535631"," 0.93884848","-0.221977157","-0.586872327"," 1.031545964","-0.400014822"," 0.446539580"," 1.5724011280"," 0.634471205"," 0.482752664"," 0.179972449","-0.0030216183"," 0.834768203","-0.377306543"," 0.248393781","-1.653005367","-0.452635695"," 0.342260013"," 0.439200968"," 0.02913595","-0.20246018"," 0.62924891"," 5.7904220112","-5.657718e-01","-0.0316108595"," 0.30126537"," 0.175211935","-0.046915375"," 1.430357234","-0.400737661","-0.60716357"," 1.384484826","-0.860739850","-0.22244866"," 0.450355071"," 0.205949675"," 0.071364464"," 0.7343167489"," 0.030616191","-0.2689819641","-0.390289520"," 0.789814544"," 0.402828048"," 0.19915392","-1.0031217362","-0.6577705778"," 0.520680014"," 3.89331341"," 6.635453842"," 0.131421368"
"28","-0.568701482"," 0.906790401"," 0.234741282"," 0.6665746709","-0.2272195035"," 0.46584661"," 0.7230558268"," 1.03569064"," 0.1304309530","-0.056639106","-0.283080873"," 1.156975830","-0.143588017","-0.280710027","-0.38953034"," 0.096096690","-1.006695068"," 0.668417653"," 0.108402733"," 1.5682967783"," 0.543764112"," 1.125762327"," 0.465286169","-0.81640294","-0.05718491","-1.606995018","-0.004685297"," 0.293332006","-0.084061664"," 0.3298628706","-0.733322722"," 0.680474219","-1.530372328"," 0.688691071"," 0.58233927"," 0.201532090","-0.571901644"," 0.313783433"," 1.43155278"," 0.85417867"," 0.676013255","-0.951039547"," 0.627010914"," 0.96947217"," 0.24648308","-1.075566335","-0.184736429"," 0.465896863"," 0.057143528"," 0.41149273"," 0.3755751863","-0.1514249636"," 0.241001459"," 0.635347049","-0.19109868"," 0.304180773","-1.21943807"," 1.477636516","-0.23340580","-0.64594694"," 0.793314788","-0.141253756"," 0.98318133"," 0.56353323","-1.402098298"," 1.743321289"," 0.755035875","-0.259531327","-0.665216510","-0.3624777475"," 0.312306872","-0.962113225","-0.631189263","-0.0043248950"," 0.959508333"," 0.809614340","-0.781346295"," 0.287586457"," 0.380196683","-0.594421591"," 0.336280029"," 0.17204173"," 0.05480882","-0.64501762"," 0.0451261761","-2.020596e-01","-0.9240708423"," 1.55484722"," 0.243833608","-0.283430008","-0.728173774","-1.211534550","-1.01980954","-0.731050312","-1.127188558","-0.13231762"," 0.920059087"," 1.015009804"," 0.283846565","-0.4663754442","-0.182772750"," 0.7537346335"," 0.663837730","-0.700304423"," 0.436722438","-0.82763713","-0.6391101843"," 0.3377128770","-0.918491239"," 0.40860952","-0.438644380"," 0.055737976"
